1.365196253167314487e-02,1.051320607691110243e-01
1.674701038479569151e-02,1.250230411381214601e-01
2.047865378341089809e-02,1.481957749048792849e-01
2.491601590785264345e-02,1.747263676086363293e-01
3.012486552534304057e-02,2.046054101528025360e-01
3.616467803678124343e-02,2.377185740459756280e-01
4.308860889453576537e-02,2.738466114019405540e-01
5.094134045128818900e-02,3.126653549396698484e-01
5.975591923771762792e-02,3.538327554999218805e-01
6.954966642197792093e-02,3.967302522342363580e-01
8.032296166654616376e-02,4.405144725343274614e-01
9.205924312822268141e-02,4.843285347523088036e-01
1.047250074581310836e-01,5.273020969681053716e-01
1.182716975398039327e-01,5.685513569894534713e-01
1.326703706213639977e-01,6.071790523519011717e-01
1.478150187439074836e-01,6.422744603188073054e-01
1.635928936378879817e-01,6.729133978813426342e-01
1.799213610712804279e-01,6.981585031965729105e-01
1.967479008495814086e-01,7.172884085955574252e-01
2.140501068158093267e-01,7.298940961245462544e-01
2.318356868505039581e-01,7.356746937625043836e-01
2.501424628717267007e-01,7.345178720393673588e-01
2.690383708350608805e-01,7.264998440360410648e-01
2.886214607336108351e-01,7.118853653844026130e-01
3.090212726716459746e-01,6.911277342672994539e-01
3.306081296879815334e-01,6.648687914185494874e-01
3.537287755637631981e-01,6.339316709737181643e-01
3.787701716405593166e-01,5.992488621491731671e-01
4.063572668561639123e-01,5.617897650805888654e-01
4.373529977445965167e-01,5.225203781242325762e-01
4.728582884361020033e-01,4.824003583086929337e-01
5.142120506571510319e-01,4.423830213348781126e-01
5.629911837304395483e-01,4.034153415760177164e-01
6.213550526597040324e-01,3.664238108548587558e-01
6.917316586332695749e-01,3.321233435849395010e-01
7.768397775488672385e-01,3.010678667906742101e-01
8.809600848494740788e-01,2.737960966244433192e-01
1.009955716026295747e+00,2.508347040191971633e-01
1.171272266618767599e+00,2.326983146884553377e-01
1.374044763755539744e+00,2.198851317400582761e-01
1.630779720387895315e+00,2.128862247835092703e-01
